,genero_musical,comida_favorita,filme_favorito,esporte_favorito,time,religiao,tem_filhos,idade,destino
39,0.0,1.0,2.0,2.0,1.0,0.0,1.0,45.0,Bar
40,1.0,5.0,2.0,0.0,1.0,0.0,1.0,45.0,Shopping
41,4.0,1.0,4.0,2.0,4.0,0.0,1.0,44.0,Cinema
42,1.0,5.0,7.0,2.0,4.0,0.0,1.0,44.0,Shopping
43,7.0,4.0,3.0,4.0,1.0,0.0,1.0,44.0,Shopping
44,4.0,1.0,5.0,7.0,3.0,6.0,1.0,44.0,Shopping
45,4.0,1.0,5.0,7.0,3.0,6.0,1.0,44.0,Shopping
46,1.0,0.0,0.0,7.0,3.0,0.0,1.0,43.0,Shopping
47,1.0,0.0,0.0,7.0,3.0,0.0,1.0,43.0,Parque
48,1.0,0.0,0.0,7.0,3.0,0.0,1.0,43.0,Shopping
49,7.0,1.0,7.0,3.0,1.0,6.0,0.0,43.0,Shopping
50,1.0,0.0,1.0,0.0,1.0,0.0,1.0,42.0,Shopping
51,3.0,4.0,5.0,2.0,1.0,0.0,1.0,42.0,Shopping
52,3.0,4.0,5.0,2.0,1.0,0.0,1.0,42.0,Parque
53,7.0,0.0,5.0,0.0,1.0,0.0,1.0,42.0,Shopping
54,7.0,0.0,5.0,0.0,1.0,0.0,1.0,42.0,Shopping
55,1.0,0.0,3.0,2.0,3.0,4.0,1.0,41.0,Show
56,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Cinema
57,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Shopping
58,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Show
59,1.0,6.0,3.0,4.0,0.0,0.0,1.0,41.0,Teatro
60,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Cinema
61,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Shopping
62,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Parque
63,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Shopping
64,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Museu
65,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Biblioteca
66,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Jogos
67,0.0,4.0,5.0,2.0,4.0,0.0,1.0,41.0,Teatro
68,1.0,0.0,7.0,2.0,1.0,0.0,1.0,41.0,Parque
69,1.0,4.0,7.0,4.0,1.0,0.0,1.0,41.0,Parque
70,0.0,4.0,0.0,0.0,1.0,0.0,1.0,41.0,Bar
71,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Cinema
72,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Shopping
73,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Parque
74,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Shopping
75,1.0,4.0,3.0,4.0,1.0,6.0,1.0,41.0,Show
76,1.0,0.0,7.0,0.0,0.0,0.0,1.0,41.0,Shopping
77,4.0,0.0,5.0,3.0,4.0,0.0,1.0,41.0,Shopping
78,1.0,1.0,0.0,7.0,3.0,0.0,1.0,41.0,Parque
79,7.0,0.0,7.0,0.0,1.0,0.0,1.0,41.0,Shopping
80,3.0,1.0,7.0,2.0,4.0,0.0,1.0,41.0,Parque
81,1.0,5.0,7.0,4.0,1.0,6.0,1.0,40.0,Shopping
82,7.0,1.0,3.0,2.0,4.0,0.0,1.0,40.0,Cinema
83,0.0,0.0,6.0,0.0,1.0,0.0,1.0,40.0,Shopping
84,1.0,1.0,4.0,2.0,3.0,0.0,1.0,40.0,Show
85,1.0,1.0,2.0,7.0,2.0,4.0,1.0,39.0,Bar
86,1.0,0.0,0.0,2.0,1.0,6.0,1.0,39.0,Shopping
87,1.0,0.0,1.0,2.0,4.0,0.0,1.0,39.0,Cinema
88,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Shopping
89,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Parque
90,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Show
91,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Teatro
92,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Bar
93,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Parque
94,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Show
95,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Teatro
96,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Bar
97,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Shopping
98,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Parque
99,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Show
100,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Teatro
101,3.0,1.0,5.0,0.0,5.0,0.0,0.0,38.0,Bar
102,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Cinema
103,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Shopping
104,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Parque
105,3.0,1.0,0.0,7.0,4.0,5.0,1.0,38.0,Teatro
106,7.0,5.0,1.0,4.0,4.0,5.0,1.0,38.0,Shopping
107,3.0,1.0,7.0,3.0,4.0,0.0,1.0,38.0,Shopping
108,3.0,1.0,7.0,3.0,4.0,0.0,1.0,38.0,Parque
109,3.0,1.0,7.0,3.0,4.0,0.0,1.0,38.0,Shopping
110,1.0,0.0,1.0,0.0,3.0,0.0,1.0,38.0,Cinema
111,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Cinema
112,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Shopping
113,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Parque
114,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Shopping
115,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Show
116,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Museu
117,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Biblioteca
118,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Estádio
119,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Jogos
120,0.0,0.0,3.0,2.0,3.0,0.0,1.0,37.0,Teatro
121,0.0,1.0,0.0,1.0,2.0,0.0,0.0,37.0,Bar
122,0.0,1.0,0.0,1.0,2.0,0.0,0.0,37.0,Bar
123,0.0,0.0,1.0,1.0,2.0,0.0,0.0,36.0,Parque
124,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Shopping
125,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Parque
126,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Shopping
127,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Parque
128,1.0,1.0,3.0,2.0,1.0,0.0,1.0,36.0,Shopping
129,4.0,1.0,3.0,2.0,3.0,0.0,1.0,36.0,Parque
130,0.0,0.0,1.0,2.0,1.0,0.0,1.0,36.0,Shopping
131,3.0,1.0,3.0,2.0,0.0,0.0,1.0,35.0,Shopping
132,7.0,1.0,4.0,2.0,4.0,0.0,1.0,35.0,Shopping
133,4.0,1.0,3.0,7.0,4.0,0.0,1.0,35.0,Cinema
134,4.0,1.0,3.0,7.0,4.0,0.0,1.0,35.0,Shopping
135,4.0,1.0,3.0,7.0,4.0,0.0,1.0,35.0,Parque
136,1.0,1.0,7.0,7.0,1.0,0.0,0.0,35.0,Shopping
137,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Shopping
138,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Parque
139,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Shopping
140,3.0,3.0,5.0,7.0,4.0,0.0,0.0,35.0,Teatro
141,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Cinema
142,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Shopping
143,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Shopping
144,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Show
145,0.0,4.0,1.0,7.0,4.0,0.0,0.0,34.0,Bar
146,7.0,0.0,1.0,0.0,1.0,5.0,0.0,32.0,Bar
147,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Shopping
148,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Parque
149,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Shopping
150,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Museu
151,1.0,1.0,7.0,0.0,3.0,0.0,0.0,32.0,Bar
152,1.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,Shopping
153,3.0,3.0,3.0,2.0,3.0,0.0,0.0,30.0,Shopping
154,1.0,0.0,3.0,2.0,1.0,0.0,1.0,29.0,Cinema
155,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Shopping
156,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Parque
157,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Show
158,3.0,4.0,4.0,0.0,2.0,0.0,0.0,28.0,Bar
159,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Cinema
160,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Shopping
161,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Parque
162,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Shopping
163,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Museu
164,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Biblioteca
165,0.0,4.0,8.0,2.0,4.0,0.0,0.0,28.0,Jogos
166,1.0,1.0,7.0,2.0,4.0,6.0,0.0,25.0,Shopping
167,4.0,4.0,7.0,1.0,4.0,0.0,0.0,25.0,Parque
168,1.0,1.0,2.0,0.0,1.0,0.0,0.0,23.0,Cinema
169,1.0,1.0,2.0,0.0,1.0,0.0,0.0,23.0,Estádio
170,1.0,1.0,2.0,0.0,1.0,0.0,0.0,23.0,Jogos
171,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Cinema
172,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Parque
173,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Museu
174,0.0,0.0,1.0,7.0,4.0,5.0,0.0,23.0,Jogos
175,3.0,1.0,3.0,0.0,4.0,0.0,0.0,23.0,Museu
176,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Cinema
177,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Parque
178,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Shopping
179,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Estádio
180,6.0,4.0,1.0,0.0,1.0,0.0,0.0,23.0,Jogos
181,0.0,3.0,2.0,0.0,0.0,0.0,0.0,23.0,Shopping
182,0.0,2.0,0.0,1.0,0.0,0.0,0.0,23.0,Parque
183,6.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,Estádio
184,6.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,Shopping
185,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,Shopping
186,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,Shopping
187,0.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,Museu
188,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Cinema
189,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Shopping
190,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Parque
191,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Shopping
192,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Museu
193,0.0,4.0,0.0,2.0,4.0,0.0,0.0,21.0,Teatro
194,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Cinema
195,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Shopping
196,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Parque
197,6.0,0.0,5.0,1.0,1.0,0.0,0.0,21.0,Shopping
198,4.0,2.0,3.0,7.0,4.0,5.0,0.0,20.0,Cinema
199,4.0,2.0,3.0,7.0,4.0,5.0,0.0,20.0,Shopping
200,4.0,2.0,3.0,7.0,4.0,5.0,0.0,20.0,Bar
201,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Cinema
202,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Shopping
203,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Parque
204,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Shopping
205,5.0,3.0,7.0,0.0,1.0,0.0,0.0,20.0,Jogos
206,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Cinema
207,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Shopping
208,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Parque
209,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Shopping
210,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Museu
211,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Jogos
212,7.0,0.0,2.0,0.0,1.0,0.0,0.0,19.0,Teatro
213,7.0,0.0,3.0,7.0,1.0,0.0,0.0,19.0,Parque
214,7.0,0.0,3.0,7.0,1.0,0.0,0.0,19.0,Parque
215,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Cinema
216,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
217,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Parque
218,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
219,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Biblioteca
220,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Bar
221,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Cinema
222,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
223,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Parque
224,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Shopping
225,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Biblioteca
226,2.0,0.0,7.0,0.0,3.0,0.0,0.0,19.0,Bar
227,5.0,1.0,3.0,7.0,3.0,0.0,0.0,18.0,Shopping
228,5.0,1.0,3.0,7.0,3.0,0.0,0.0,18.0,Shopping
229,5.0,1.0,3.0,7.0,3.0,0.0,0.0,18.0,Shopping
230,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Cinema
231,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Parque
232,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Shopping
233,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Show
234,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Museu
235,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Jogos
236,7.0,1.0,5.0,2.0,4.0,5.0,0.0,18.0,Teatro
237,0.0,4.0,5.0,4.0,4.0,5.0,0.0,18.0,Shopping
238,0.0,4.0,5.0,4.0,4.0,5.0,0.0,18.0,Parque
239,0.0,4.0,5.0,4.0,4.0,5.0,0.0,18.0,Biblioteca
240,0.0,4.0,5.0,4.0,4.0,5.0,0.0,18.0,Bar
241,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Cinema
242,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Shopping
243,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Shopping
244,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Show
245,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Museu
246,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Estádio
247,4.0,2.0,3.0,0.0,1.0,5.0,0.0,18.0,Bar
248,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Cinema
249,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Parque
250,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Show
251,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Museu
252,0.0,5.0,0.0,4.0,1.0,0.0,0.0,18.0,Teatro
253,1.0,3.0,1.0,7.0,4.0,5.0,0.0,17.0,Shopping
254,4.0,1.0,2.0,0.0,5.0,0.0,0.0,17.0,Shopping
255,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Cinema
256,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Parque
257,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Show
258,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Museu
259,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Biblioteca
260,0.0,1.0,4.0,2.0,1.0,4.0,0.0,17.0,Teatro
261,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Cinema
262,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Parque
263,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Shopping
264,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Show
265,4.0,5.0,6.0,0.0,0.0,0.0,0.0,17.0,Teatro
266,0.0,5.0,5.0,0.0,1.0,5.0,0.0,17.0,Show
267,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Shopping
268,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Parque
269,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Museu
270,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Biblioteca
271,0.0,1.0,3.0,0.0,1.0,0.0,0.0,17.0,Teatro
272,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Shopping
273,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Shopping
274,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Museu
275,1.0,1.0,7.0,2.0,4.0,0.0,0.0,16.0,Teatro
276,4.0,4.0,1.0,7.0,3.0,0.0,0.0,16.0,Cinema
277,4.0,4.0,1.0,7.0,3.0,0.0,0.0,16.0,Parque
278,4.0,4.0,1.0,7.0,3.0,0.0,0.0,16.0,Shopping
279,1.0,0.0,1.0,2.0,1.0,0.0,0.0,16.0,Cinema
280,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Cinema
281,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Shopping
282,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Parque
283,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Shopping
284,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Show
285,0.0,5.0,3.0,2.0,3.0,0.0,1.0,27.0,Bar
286,0.0,0.0,1.0,0.0,1.0,0.0,1.0,27.0,Bar
287,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Cinema
288,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Parque
289,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Show
290,4.0,1.0,7.0,7.0,4.0,4.0,0.0,27.0,Teatro
291,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Cinema
292,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Shopping
293,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Parque
294,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Show
295,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Museu
296,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Estádio
297,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Teatro
298,4.0,4.0,4.0,0.0,1.0,0.0,0.0,27.0,Bar
299,0.0,2.0,7.0,7.0,2.0,0.0,1.0,27.0,Parque
300,3.0,1.0,3.0,2.0,2.0,0.0,1.0,27.0,Parque
301,5.0,0.0,1.0,0.0,1.0,5.0,0.0,21.0,Jogos
302,0.0,3.0,7.0,1.0,3.0,0.0,1.0,27.0,Shopping
303,5.0,0.0,1.0,0.0,1.0,5.0,0.0,21.0,Jogos
304,0.0,1.0,2.0,4.0,1.0,6.0,0.0,28.0,Bar
305,0.0,0.0,8.0,4.0,3.0,4.0,0.0,28.0,Bar
306,4.0,1.0,5.0,2.0,4.0,0.0,0.0,15.0,Cinema
307,4.0,1.0,5.0,2.0,4.0,0.0,0.0,15.0,Shopping
308,4.0,1.0,5.0,2.0,4.0,0.0,0.0,15.0,Jogos
309,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Cinema
310,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Shopping
311,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Show
312,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Estádio
313,0.0,1.0,8.0,0.0,2.0,6.0,0.0,24.0,Bar
314,7.0,1.0,4.0,4.0,4.0,0.0,0.0,23.0,Parque
315,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Cinema
316,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Shopping
317,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Shopping
318,0.0,5.0,8.0,4.0,3.0,0.0,0.0,19.0,Jogos
319,7.0,6.0,8.0,0.0,5.0,0.0,0.0,28.0,Cinema
320,0.0,1.0,1.0,7.0,5.0,0.0,1.0,35.0,Cinema
321,0.0,0.0,1.0,0.0,5.0,0.0,1.0,42.0,Bar
322,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Shopping
323,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Parque
324,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Biblioteca
325,0.0,5.0,0.0,4.0,4.0,0.0,0.0,43.0,Bar
326,0.0,2.0,7.0,0.0,0.0,4.0,1.0,58.0,Shopping
327,5.0,1.0,6.0,4.0,1.0,6.0,1.0,28.0,Show
328,1.0,2.0,2.0,1.0,4.0,4.0,0.0,53.0,Museu
329,6.0,3.0,1.0,0.0,2.0,4.0,1.0,29.0,Estádio
330,0.0,4.0,2.0,3.0,3.0,5.0,1.0,17.0,Shopping
331,5.0,4.0,4.0,0.0,0.0,3.0,0.0,28.0,Biblioteca
332,0.0,0.0,3.0,0.0,4.0,0.0,1.0,39.0,Biblioteca
333,4.0,5.0,7.0,1.0,4.0,6.0,1.0,19.0,Estádio
334,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Cinema
335,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Shopping
336,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Museu
337,0.0,1.0,3.0,0.0,4.0,5.0,0.0,42.0,Estádio
338,5.0,0.0,1.0,0.0,1.0,5.0,0.0,21.0,Jogos
339,7.0,1.0,0.0,4.0,4.0,0.0,0.0,29.0,Parque
340,7.0,1.0,0.0,4.0,4.0,0.0,0.0,29.0,Museu
341,7.0,1.0,0.0,4.0,4.0,0.0,0.0,29.0,Jogos
342,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Shopping
343,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Parque
344,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Estádio
345,0.0,5.0,4.0,4.0,3.0,5.0,0.0,36.0,Bar
346,4.0,1.0,4.0,0.0,3.0,0.0,0.0,15.0,Shopping
347,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Cinema
348,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Shopping
349,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Shopping
350,4.0,1.0,5.0,2.0,4.0,0.0,0.0,30.0,Bar
351,6.0,5.0,1.0,0.0,2.0,0.0,0.0,35.0,Estádio
352,2.0,1.0,4.0,0.0,4.0,0.0,1.0,39.0,Jogos
353,6.0,1.0,5.0,4.0,4.0,6.0,1.0,25.0,Shopping
354,7.0,0.0,5.0,7.0,4.0,5.0,1.0,28.0,Shopping
355,7.0,5.0,2.0,0.0,3.0,5.0,1.0,28.0,Cinema
356,7.0,5.0,2.0,0.0,3.0,5.0,1.0,28.0,Shopping
357,7.0,5.0,2.0,0.0,3.0,5.0,1.0,28.0,Shopping
358,0.0,0.0,2.0,4.0,4.0,5.0,0.0,21.0,Parque
